DX,MES
107.075,3996.0
107.09,3996.0
107.085,3996.0
107.1,3996.0
107.09,3995.5
107.115,3995.5
107.115,3997.5
107.115,3997.25
107.12,3997.75
107.125,3998.0
107.145,3998.25
107.165,3996.5
107.145,3996.25
107.155,3995.0
107.155,3995.75
107.16,3994.75
107.165,3994.5
107.155,3994.5
107.175,3995.25
