DX,MES
105.56,4136.25
105.575,4136.25
105.58,4135.75
105.595,4135.75
105.595,4135.25
105.605,4135.0
105.6,4135.0
105.61,4135.0
105.625,4135.0
105.63,4135.25
105.64,4134.25
105.63,4134.5
105.62,4134.0
105.615,4134.0
105.615,4134.0
105.625,4134.25
105.635,4133.25
105.635,4133.5
105.63,4133.25
105.625,4133.25
105.625,4132.75
105.625,4132.75
105.61,4132.75
105.61,4133.0
105.605,4132.75
105.62,4132.5
105.635,4132.75
105.64,4132.75
105.625,4132.75
105.62,4132.75
105.59,4132.75
105.59,4134.0
105.6,4134.0
105.59,4134.75
105.61,4134.0
105.645,4134.25
105.64,4134.5
105.65,4134.5
105.655,4133.75
105.655,4133.0
105.645,4133.25
105.65,4133.0
105.635,4132.5
105.65,4132.5
105.645,4132.5
105.665,4132.25
105.675,4132.5
105.655,4132.25
105.665,4132.5
105.675,4132.25
105.67,4132.0
105.685,4132.25
105.69,4131.5
105.67,4131.0
105.65,4131.25
105.66,4130.0
105.67,4130.0
105.665,4129.5
105.685,4129.25
105.7,4129.75
105.69,4129.5
105.705,4129.25
105.705,4130.0
105.69,4130.0
105.675,4130.25
105.675,4130.75
105.65,4131.25
105.685,4131.5
105.69,4130.75
105.705,4130.25
105.7,4131.0
105.7,4131.5
105.69,4131.25
105.705,4131.25
105.69,4131.5
105.71,4131.25
105.71,4132.25
105.725,4132.25
105.71,4132.25
105.71,4132.0
105.71,4132.0
105.7,4131.75
105.695,4131.75
105.695,4132.0
105.675,4131.75
105.69,4131.75
105.695,4131.75
105.695,4132.0
105.66,4132.25
105.665,4131.5
105.655,4131.25
105.675,4131.25
105.675,4130.75
105.68,4130.75
105.65,4130.75
105.66,4130.25
105.66,4130.5
105.695,4130.75
105.705,4131.0
105.705,4131.0
105.71,4131.25
105.71,4131.75
105.715,4131.5
105.715,4131.25
105.72,4131.75
105.715,4131.75
105.675,4130.75
105.675,4131.75
105.65,4131.75
105.635,4131.5
105.63,4130.5
105.63,4131.0
105.645,4130.75
105.635,4130.75
105.635,4131.25
105.645,4131.5
105.665,4132.25
105.65,4132.0
105.66,4132.75
105.675,4133.0
105.665,4133.25
105.66,4133.75
105.66,4134.0
105.675,4133.25
105.685,4133.75
105.655,4133.75
105.65,4133.25
105.655,4133.25
105.655,4133.25
105.68,4133.25
105.675,4133.5
105.65,4133.5
105.65,4133.75
105.665,4133.75
105.655,4134.5
105.66,4134.25
105.655,4134.25
105.69,4134.5
105.715,4135.25
105.715,4135.75
105.72,4135.75
105.74,4135.25
105.735,4135.0
105.73,4135.75
105.73,4135.75
105.73,4135.75
105.71,4136.0
105.7,4136.25
105.69,4135.5
105.7,4135.5
105.715,4135.5
105.725,4135.5
105.725,4135.0
105.715,4135.75
105.73,4136.25
105.73,4136.25
105.75,4137.5
105.74,4137.5
105.755,4138.25
105.785,4139.5
105.81,4138.75
105.805,4137.75
105.795,4138.25
105.82,4138.75
105.85,4140.0
105.83,4140.25
105.86,4140.5
105.845,4141.5
105.91,4141.5
105.905,4140.5
105.95,4142.5
105.96,4142.0
105.925,4141.75
105.92,4142.25
105.895,4143.25
105.905,4145.25
105.895,4144.75
105.885,4146.25
105.87,4145.75
105.88,4146.0
105.86,4145.25
105.87,4145.0
105.865,4144.75
105.895,4144.75
105.905,4144.5
105.905,4145.25
105.89,4145.25
105.885,4145.5
105.9,4147.25
105.9,4146.5
105.94,4146.5
105.94,4146.25
105.925,4146.5
105.895,4147.25
105.9,4146.5
105.905,4146.25
105.85,4145.75
105.86,4147.0
105.855,4146.25
105.845,4146.75
105.83,4146.75
105.845,4147.25
105.845,4146.75
105.82,4147.5
105.82,4148.25
105.795,4147.5
105.83,4146.75
105.85,4145.0
105.855,4145.0
105.855,4145.0
105.855,4143.75
105.865,4143.25
105.87,4144.0
105.875,4143.5
105.885,4143.0
105.905,4142.75
105.9,4143.75
105.915,4143.75
105.9,4143.5
105.9,4144.25
105.9,4144.5
105.93,4144.5
105.915,4144.0
105.93,4143.75
105.875,4144.5
105.85,4147.5
105.85,4147.75
105.835,4148.75
105.815,4147.25
105.795,4147.75
105.795,4146.25
105.795,4145.25
105.79,4146.0
105.765,4144.0
105.74,4141.75
105.755,4142.5
105.775,4141.75
105.775,4142.0
105.8,4140.0
105.78,4140.25
105.79,4141.75
105.825,4140.25
105.815,4140.75
105.795,4141.25
105.795,4140.75
105.79,4141.75
105.79,4142.25
105.78,4143.0
105.77,4143.5
105.785,4143.0
105.79,4142.75
105.785,4143.75
105.8,4144.25
105.8,4144.75
105.81,4144.75
105.82,4145.75
105.835,4145.75
105.82,4147.0
105.83,4147.25
105.845,4146.25
105.83,4145.75
105.84,4145.25
105.85,4144.5
105.85,4143.75
105.86,4146.25
105.86,4145.5
105.84,4144.25
105.83,4145.25
105.83,4145.75
105.83,4145.0
105.83,4145.25
105.805,4146.25
105.795,4147.25
105.8,4147.5
105.8,4149.0
105.8,4149.25
105.795,4148.5
105.795,4148.75
105.79,4148.5
105.755,4149.25
105.75,4149.0
105.765,4148.25
105.75,4148.0
105.77,4147.5
105.77,4148.25
105.775,4149.0
105.745,4149.25
105.745,4148.75
105.735,4148.25
105.725,4148.5
105.685,4148.0
105.69,4147.75
105.7,4147.75
105.715,4146.75
105.685,4147.25
105.685,4147.25
105.66,4148.5
105.625,4149.0
105.66,4148.25
105.675,4147.75
105.66,4149.0
105.66,4148.5
105.695,4148.25
105.7,4148.0
105.715,4148.0
105.71,4147.75
105.735,4146.25
105.73,4147.75
105.73,4147.75
105.725,4149.0
105.72,4148.75
105.76,4148.0
105.77,4148.5
105.82,4149.0
105.865,4148.5
105.87,4148.75
105.845,4149.0
105.835,4149.0
105.89,4149.25
105.89,4148.25
105.875,4147.25
105.86,4147.25
105.865,4147.5
105.875,4147.25
105.865,4146.75
105.875,4146.0
105.865,4145.25
105.845,4146.25
105.825,4147.0
105.795,4146.5
105.77,4146.5
105.77,4148.0
105.78,4148.25
105.795,4148.25
105.81,4149.25
105.81,4149.25
105.8,4148.5
105.805,4147.75
105.82,4146.5
105.84,4146.25
105.8,4146.5
105.8,4146.25
105.795,4146.75
105.785,4147.75
105.79,4148.0
105.785,4146.5
105.8,4146.75
105.805,4147.5
105.78,4147.75
105.795,4148.5
105.815,4148.25
105.8,4148.0
105.805,4147.0
105.81,4147.75
105.805,4147.5
105.81,4147.0
105.83,4147.0
105.835,4146.25
105.815,4145.25
105.855,4145.25
105.89,4145.25
105.895,4145.5
105.875,4146.0
105.865,4146.0
105.875,4145.25
105.89,4145.25
105.895,4145.75
105.865,4145.75
105.9,4145.0
105.965,4145.5
105.97,4145.0
105.975,4145.0
105.985,4144.0
105.985,4144.5
105.965,4144.25
105.985,4145.0
105.97,4146.0
105.96,4145.5
105.935,4145.25
105.905,4145.25
105.89,4144.0
105.885,4144.25
105.9,4145.25
105.88,4144.75
105.87,4145.0
105.86,4145.25
105.86,4145.0
105.85,4145.5
105.835,4146.25
105.84,4145.5
105.815,4145.5
105.81,4145.5
105.82,4145.5
105.815,4145.25
105.795,4144.25
105.79,4144.25
105.77,4144.75
105.76,4144.75
105.75,4146.0
105.765,4146.5
105.755,4146.0
105.765,4147.0
105.79,4146.75
105.745,4146.5
105.77,4146.5
105.745,4146.25
105.79,4145.0
105.8,4145.5
105.805,4145.75
105.825,4145.5
105.825,4145.75
105.825,4146.0
105.835,4145.0
105.845,4145.75
105.845,4146.0
105.825,4146.5
105.815,4146.75
105.81,4147.25
105.81,4147.5
105.81,4146.75
105.815,4146.75
105.825,4148.75
105.815,4149.0
105.805,4148.5
105.79,4149.0
105.81,4148.25
105.815,4147.25
105.815,4147.25
105.805,4148.25
105.8,4148.0
105.805,4148.5
105.82,4148.5
105.835,4149.25
105.835,4149.25
105.835,4148.25
105.835,4149.25
105.815,4149.25
105.81,4151.25
105.805,4150.5
105.815,4152.0
105.855,4151.25
105.845,4151.75
105.83,4152.0
105.82,4152.75
105.815,4153.0
105.815,4152.75
105.795,4153.25
105.79,4153.0
105.77,4152.25
105.785,4152.25
105.77,4152.25
105.75,4153.25
105.76,4153.5
105.76,4153.75
105.74,4154.25
105.765,4155.25
105.77,4155.75
105.75,4156.25
105.73,4155.75
105.73,4156.25
105.745,4156.75
105.77,4158.0
105.745,4157.25
105.76,4156.75
105.745,4156.25
105.73,4157.0
105.73,4157.0
105.73,4157.25
105.75,4158.0
105.76,4158.0
105.745,4158.0
105.74,4158.25
105.685,4159.0
105.695,4159.75
105.7,4159.5
105.715,4159.25
105.71,4158.75
105.715,4157.0
105.715,4158.0
105.725,4158.25
105.725,4157.25
105.72,4157.0
105.745,4157.75
105.74,4157.5
105.72,4157.0
105.72,4157.25
105.715,4157.25
105.75,4157.25
105.74,4157.25
105.745,4157.0
105.735,4157.75
105.75,4158.25
105.74,4157.25
105.735,4157.25
105.755,4157.75
105.75,4157.75
105.775,4157.75
105.775,4158.25
105.765,4158.25
105.76,4160.25
105.75,4160.75
105.75,4160.75
105.735,4160.5
105.74,4159.75
105.715,4159.0
105.725,4158.75
105.73,4157.75
105.715,4157.5
105.71,4158.25
105.725,4158.25
105.705,4157.75
105.71,4157.75
105.725,4158.0
105.725,4157.5
105.72,4157.75
105.72,4157.5
105.705,4157.75
105.69,4157.75
105.695,4160.0
105.69,4159.0
105.66,4158.5
105.66,4159.25
105.67,4158.75
105.625,4158.5
105.655,4159.0
105.67,4158.75
105.675,4157.75
105.67,4157.5
105.675,4158.25
105.665,4159.75
105.65,4159.0
105.65,4160.0
105.65,4161.5
105.655,4161.75
105.675,4161.25
105.675,4160.0
105.655,4159.0
105.665,4159.75
105.66,4159.25
105.66,4158.0
105.675,4157.25
105.68,4156.75
105.68,4156.75
105.665,4157.25
105.68,4157.25
105.685,4156.5
105.68,4157.25
105.63,4159.5
105.62,4158.75
105.615,4159.5
105.6,4159.25
105.59,4164.75
105.595,4164.75
105.6,4162.0
105.605,4161.0
105.625,4071.75
105.62,4075.25
105.65,4066.25
105.66,4071.75
105.655,4078.5
105.65,4078.25
105.64,4071.0
105.625,4067.25
105.63,4062.75
105.62,4060.75
105.63,4058.25
105.625,4058.25
105.615,4060.75
105.6,4057.75
105.605,4060.0
105.62,4062.5
105.615,4064.75
105.625,4062.0
105.64,4059.75
105.635,4058.5
105.64,4059.5
105.64,4056.25
105.65,4055.5
105.645,4051.75
105.63,4045.25
105.58,4045.75
105.585,4043.0
105.595,4046.25
105.605,4042.0
105.61,4039.75
105.63,4037.0
105.625,4034.5
105.665,4037.25
105.655,4040.0
105.65,4040.5
105.645,4039.25
105.66,4037.0
105.685,4038.75
105.69,4035.75
105.695,4038.75
105.69,4037.75
105.67,4037.75
105.685,4037.75
105.7,4035.0
105.685,4032.5
105.68,4031.5
105.685,4033.5
105.69,4032.75
105.685,4032.5
105.685,4037.0
105.655,4038.25
105.68,4039.0
105.685,4039.0
105.71,4041.0
105.705,4042.5
105.705,4038.0
105.695,4039.0
105.69,4040.0
105.69,4040.5
105.67,4038.0
105.67,4042.25
105.665,4048.5
105.66,4048.75
105.64,4047.25
105.62,4043.25
105.615,4034.0
105.615,4033.5
105.615,4031.25
105.615,4029.0
105.625,4036.0
105.615,4037.0
105.6,4040.25
105.605,4039.75
105.61,4037.5
105.635,4036.5
105.655,4033.25
105.645,4032.75
105.66,4038.5
105.625,4037.75
105.625,4037.5
105.63,4042.5
105.65,4045.25
105.675,4042.0
105.7,4040.0
105.74,4039.0
105.74,4035.0
105.695,4033.75
105.71,4035.75
105.72,4032.25
105.695,4029.5
105.695,4024.5
105.705,4021.5
105.695,4021.0
105.7,4021.75
105.725,4018.0
105.735,4020.25
105.725,4024.0
105.725,4023.25
105.71,4021.5
105.7,4024.0
105.7,4022.0
105.72,4020.5
105.7,4020.5
105.76,4021.5
105.76,4023.25
105.75,4020.0
105.755,4022.75
105.75,4021.0
105.745,4028.0
105.745,4030.0
105.78,4027.75
105.77,4023.75
105.775,4023.5
105.765,4022.25
105.765,4021.25
105.785,4020.0
105.77,4018.25
105.765,4022.0
105.775,4023.5
105.785,4021.25
105.78,4020.75
105.78,4021.75
105.77,4016.5
105.75,4020.0
105.74,4015.5
105.72,4015.5
105.715,4013.5
105.74,4012.75
105.73,4011.5
105.72,4011.0
105.725,4009.25
105.735,4009.75
105.735,4006.75
105.755,4008.75
105.745,4007.75
105.75,4007.0
105.745,4007.25
105.755,4006.5
105.75,4005.75
105.76,4003.25
105.755,4003.0
105.77,4001.25
105.76,4003.0
105.765,4003.5
105.76,4003.25
105.74,4003.75
105.75,4005.5
105.755,4005.5
105.77,4004.5
105.775,4004.25
105.755,4003.25
105.76,4007.75
105.76,4004.25
105.755,4003.75
105.75,4005.0
105.755,4006.0
105.75,4003.5
105.755,4003.75
105.74,4002.0
105.74,4005.25
105.74,4003.0
105.74,3999.75
105.74,4003.5
105.735,4004.0
105.75,4001.75
105.755,4001.5
105.76,4004.5
105.775,4002.25
105.765,4004.0
105.76,4000.5
105.765,3999.75
105.745,4002.25
105.735,4001.25
105.745,4000.0
105.75,3998.25
105.745,3999.5
105.74,3999.5
105.78,3998.75
105.78,3999.75
105.77,4000.5
105.775,3999.25
105.765,4001.75
105.77,4001.75
105.76,4000.5
105.765,4002.75
105.76,4001.75
105.77,4003.25
105.755,4002.75
105.76,4004.25
105.765,4004.5
105.765,4001.75
105.75,3999.75
105.76,3998.75
105.76,3999.5
105.76,4001.75
105.77,3998.0
105.765,4000.5
105.745,4000.0
105.75,4001.0
105.755,3998.0
105.755,3999.25
105.745,3998.75
105.735,4000.25
105.74,4000.25
105.73,4000.5
105.73,4001.0
105.735,4001.25
105.74,4000.0
105.775,3997.75
105.775,3998.5
105.785,3996.0
105.795,4000.0
105.78,4001.75
105.775,4002.25
105.775,4002.25
105.785,4001.5
105.78,4003.75
105.78,4005.75
105.78,4006.5
105.79,4006.75
105.785,4004.25
105.79,4005.25
105.785,4007.5
105.79,4007.5
105.8,4008.75
105.805,4010.5
105.795,4010.0
105.8,4010.75
105.795,4008.75
105.785,4008.25
105.785,4006.5
105.78,4005.75
105.785,4007.25
105.775,4006.5
105.775,4005.25
105.795,4003.0
105.785,4003.0
105.785,4001.75
105.79,4001.0
105.785,4000.5
105.79,4000.0
105.795,3998.25
105.785,3999.0
105.785,3999.0
105.785,4002.0
105.79,4003.5
105.785,4004.25
105.79,4004.75
105.79,4005.5
105.785,4004.25
105.78,4004.0
105.765,4005.75
105.76,4005.5
105.745,4002.75
105.73,4003.5
105.735,4002.25
105.73,4003.25
105.73,4001.0
105.735,4003.25
105.725,4005.25
105.725,4005.5
105.735,4006.0
105.73,4005.75
105.76,4006.5
105.755,4006.75
105.765,4005.5
105.765,4004.25
105.765,4003.5
105.765,4004.0
105.77,4003.75
105.785,4000.5
105.775,4003.5
105.77,4005.0
105.765,4004.25
105.77,4005.25
105.77,4008.75
105.75,4009.5
105.745,4006.75
105.745,4007.25
105.74,4005.25
105.765,4005.0
105.755,4007.5
105.78,4010.5
105.76,4007.75
105.77,4009.25
105.765,4011.25
105.78,4011.5
105.77,4008.75
105.77,4006.25
105.78,4006.0
105.77,4006.75
105.755,4006.25
105.765,4008.0
105.755,4009.75
105.775,4010.5
105.77,4010.25
105.765,4012.5
105.755,4012.5
105.88,4013.75
105.865,4014.25
105.865,4013.0
105.855,4015.25
105.865,4012.75
105.865,4011.75
105.855,4014.25
105.87,4013.0
105.855,4011.25
105.835,4009.5
105.835,4010.0
105.82,4011.75
105.83,4012.25
105.85,4011.75
105.85,4009.75
105.85,4009.75
105.83,4008.5
105.835,4009.5
105.815,4007.5
105.805,4007.75
105.785,4008.25
105.78,4010.25
105.8,4007.75
105.795,4006.25
105.77,4006.25
105.79,4004.5
105.785,4005.25
105.775,4006.75
105.785,4004.75
105.79,4005.25
105.78,4005.75
105.815,4004.0
105.84,4002.25
105.85,4000.75
105.85,4000.5
105.835,3998.25
105.82,4000.25
105.815,4001.0
105.83,4001.0
105.815,4000.75
105.83,3998.5
105.815,3997.75
105.805,3997.75
105.78,3996.0
105.77,3997.25
105.79,3999.5
105.785,4000.25
105.795,3999.75
105.795,4000.5
105.795,4001.0
105.79,3999.75
105.795,4000.75
105.81,4001.5
105.8,3998.75
105.81,4000.0
105.805,3998.25
105.79,3996.75
105.785,3996.0
105.78,3993.25
105.79,3992.75
105.795,3993.0
105.805,3992.25
105.81,3992.25
105.795,3991.0
105.785,3991.5
105.79,3991.0
105.785,3990.25
105.775,3989.25
105.785,3990.0
105.785,3989.75
105.77,3988.0
105.765,3987.75
105.775,3987.0
105.775,3987.25
105.805,3986.75
105.795,3986.25
105.795,3984.75
105.79,3985.25
105.775,3984.75
105.765,3983.5
105.765,3983.0
105.77,3982.5
105.775,3982.5
105.785,3981.75
105.79,3979.0
105.795,3977.25
105.76,3977.25
105.765,3980.75
105.77,3981.0
105.765,3979.0
105.78,3975.5
105.78,3978.25
105.775,3978.75
105.77,3978.5
105.78,3979.5
105.755,3979.75
105.765,3976.75
105.76,3976.5
105.765,3976.5
105.785,3974.0
105.805,3973.0
105.825,3973.25
105.84,3972.0
105.83,3967.5
105.81,3968.25
105.805,3967.5
105.785,3968.5
105.78,3969.5
105.77,3968.25
105.765,3967.0
105.76,3968.5
105.79,3968.0
105.795,3968.75
105.795,3968.0
105.775,3968.25
105.795,3967.75
105.8,3967.5
105.79,3966.5
105.79,3966.25
105.795,3966.75
105.765,3964.0
105.775,3961.5
105.76,3961.5
105.765,3958.25
105.755,3955.5
105.755,3951.5
105.765,3951.5
105.75,3947.5
105.745,3946.25
105.75,3952.75
105.76,3952.5
105.765,3953.0
105.755,3949.5
105.74,3949.0
105.73,3947.5
105.745,3944.25
105.74,3947.5
105.74,3943.75
105.74,3943.25
105.735,3938.75
105.74,3947.0
,3945.75
,3949.5
,3952.5
,3949.75
,3949.75
,3952.0
,3946.75
,3957.0
,3958.5
,3954.25
,3951.25
,3955.75
,3957.5
,3955.5
,3955.75
,3957.25
,3956.75
,3957.5
,3957.5
,3957.5
,3957.25
,3958.0
,3956.5
,3956.0
,3956.0
,3955.25
,3953.75
,3952.5
,3951.25
,3951.5
,3951.25
,3951.0
,3950.75
,3951.75
,3952.75
,3952.5
,3950.5
,3951.25
,3950.75
,3951.25
,3953.0
,3952.25
,3952.75
,3953.0
,3952.5
,3953.0
,3953.5
,3953.25
,3954.75
,3954.5
,3954.25
,3953.75
,3954.25
,3953.25
,3953.25
,3954.25
,3954.5
,3954.25
,3955.25
,3955.0
,3956.25
,3955.5
,3954.75
,3955.25
,3955.0
,3956.0
,3956.0
,3956.5
,3957.0
,3955.5
,3955.75
,3957.75
,3957.0
,3955.5
,3954.5
,3952.75
,3952.75
,3954.25
,3954.0
,3955.25
,3956.0
,3955.25
,3956.0
,3956.25
,3955.5
,3955.5
,3955.5
,3957.25
,3957.25
,3958.0
,3958.25
,3957.75
,3958.5
,3958.0
,3957.5
,3957.25
,3958.25
,3957.5
,3957.0
,3957.0
,3957.25
,3956.75
,3957.25
,3957.5
,3958.75
,3958.25
,3960.0
,3958.0
,3958.25
,3958.75
,3959.0
,3959.25
,3960.75
,3961.25
,3960.0
,3960.75
,3960.5
,3960.25
,3959.75
,3960.0
,3959.0
,3959.5
,3959.0
,3959.75
,3959.75
,3960.0
,3960.5
,3961.25
,3961.25
,3961.0
,3959.75
,3958.75
,3959.25
,3959.75
,3957.25
,3957.0
,3956.25
,3954.75
,3955.5
,3954.75
,3955.25
,3954.75
,3954.75
,3956.0
,3954.5
,3952.5
,3951.75
,3952.5
,3952.75
,3953.0
,3953.0
,3953.25
,3954.0
,3955.75
,3955.75
,3955.5
,3957.25
,3956.5
,3956.0
,3957.0
,3956.25
,3955.0
,3955.25
,3955.0
,3955.25
,3955.5
,3955.75
,3957.25
,3957.25
,3957.25
,3957.75
,3958.25
,3958.5
,3958.0
,3956.0
,3955.75
,3956.5
,3956.75
,3957.0
,3957.75
,3958.0
,3958.0
,3957.5
,3958.25
,3958.25
,3958.75
,3959.0
,3960.25
,3959.25
,3959.75
,3958.5
,3958.0
,3956.5
,3955.5
,3955.75
,3956.25
,3955.75
,3955.25
,3955.25
,3955.5
,3956.0
,3955.75
,3956.5
,3956.5
,3956.0
,3955.75
,3955.0
,3954.75
,3950.5
,3951.25
,3952.25
,3951.75
,3950.75
,3951.0
,3950.5
,3950.5
,3952.0
,3952.5
,3952.25
,3954.0
,3954.25
,3954.75
,3954.5
,3953.0
,3951.25
,3950.25
,3950.0
,3950.25
,3948.0
,3948.25
,3948.25
,3947.25
,3946.5
,3948.25
,3948.75
,3948.0
,3946.0
,3947.75
,3947.5
,3947.5
,3947.25
,3947.5
,3949.25
,3949.75
,3949.5
,3948.75
,3948.25
,3948.0
,3948.25
,3949.5
,3951.5
,3953.5
,3953.5
,3953.0
,3953.75
,3954.25
,3954.25
,3953.0
,3952.0
,3952.0
,3952.0
,3952.5
,3954.0
,3953.75
,3954.5
,3954.25
,3954.5
,3954.5
,3954.5
,3954.75
,3955.75
,3956.5
,3956.25
,3957.0
,3957.0
,3956.5
,3956.5
,3956.5
,3957.25
,3957.75
,3958.0
,3959.0
,3958.5
,3957.5
,3958.0
,3958.25
,3956.75
,3956.25
,3956.25
,3956.25
,3958.75
,3958.25
,3957.0
,3957.75
,3956.5
,3955.75
,3955.75
,3955.75
,3956.75
,3957.0
,3957.0
,3957.5
,3957.0
,3958.0
,3958.5
,3958.5
,3957.25
,3958.75
,3959.25
,3958.25
,3958.25
,3958.5
,3958.75
,3959.75
,3960.25
,3960.25
,3960.75
,3961.0
,3960.75
,3960.25
,3960.5
,3960.75
,3961.25
,3961.25
,3962.0
,3963.25
,3963.0
,3962.0
,3962.0
,3962.25
,3962.5
,3963.0
,3962.75
,3962.0
,3962.0
,3961.5
,3961.0
,3961.0
,3960.75
,3960.75
,3960.25
,3961.0
,3961.25
,3961.25
,3960.5
,3960.5
,3959.75
,3959.0
,3959.5
,3959.0
,3960.0
,3959.75
,3958.75
,3959.25
,3959.5
,3959.75
,3959.75
,3960.25
,3961.0
,3961.0
,3961.5
,3960.5
,3960.25
,3959.75
,3960.0
,3959.25
,3959.5
,3959.5
,3960.5
,3960.5
,3960.25
,3961.75
,3962.25
,3961.25
,3961.5
,3960.25
,3961.5
,3962.5
,3962.0
,3961.75
,3961.25
,3961.5
,3961.5
,3962.0
,3962.25
,3961.75
,3961.0
,3960.5
,3960.25
,3959.75
,3960.75
,3960.5
,3960.0
,3959.25
,3959.25
,3960.0
,3959.75
,3960.5
,3961.0
,3962.0
,3961.5
,3961.0
,3961.0
,3960.75
,3960.5
,3960.0
,3959.25
,3958.25
,3957.5
,3959.25
,3959.0
,3958.75
,3957.75
,3957.25
,3956.75
,3956.25
,3957.25
,3957.0
,3956.75
,3956.75
,3957.0
,3957.0
,3957.25
,3956.0
,3955.5
,3955.5
,3955.25
,3955.25
,3957.0
,3957.25
,3957.5
,3956.75
,3957.25
,3957.5
,3957.75
,3958.5
,3957.75
,3957.75
,3958.25
,3957.25
,3956.5
,3956.75
,3957.0
,3958.0
,3958.5
,3957.25
,3957.0
,3957.25
,3957.0
,3956.75
,3957.0
,3957.0
,3957.75
,3956.75
,3956.75
,3955.75
,3956.25
,3956.75
,3956.75
,3957.5
,3957.25
,3958.5
,3960.5
,3959.75
,3960.25
,3960.5
,3960.25
,3960.25
,3959.5
,3960.25
,3960.0
,3960.0
,3959.5
,3959.75
,3959.25
,3959.75
,3959.0
,3959.5
,3959.75
,3957.5
,3957.75
,3958.25
,3957.75
,3958.0
,3957.75
,3958.0
,3957.75
,3958.0
,3959.0
,3959.0
,3959.25
,3959.25
,3959.75
,3959.75
,3959.5
,3958.75
,3960.75
,3959.25
,3958.75
,3958.75
,3958.75
,3958.75
,3959.0
,3959.75
,3960.0
,3959.25
,3959.5
,3957.75
,3958.25
,3958.0
,3959.25
,3958.75
,3958.5
,3958.75
,3958.75
,3958.5
,3958.25
,3958.5
,3958.25
,3959.0
,3959.5
,3959.0
,3959.0
,3959.25
,3960.0
,3961.5
,3961.75
,3960.5
,3960.75
,3960.5
,3961.0
,3960.5
,3959.75
,3959.0
,3957.25
,3956.75
,3955.5
,3955.5
,3955.0
,3955.0
,3954.75
,3955.75
,3955.0
,3955.0
,3953.5
,3954.0
,3952.75
,3951.5
,3951.25
,3950.75
,3950.25
,3950.75
,3951.5
,3949.0
,3947.75
,3947.5
,3948.0
,3947.25
,3949.75
,3951.0
,3951.0
,3950.0
,3951.0
,3951.75
,3953.25
,3955.0
,3953.0
,3952.75
,3953.75
,3955.5
,3954.25
,3953.75
,3953.5
,3953.0
,3955.0
,3956.0
,3959.0
,3959.0
,3959.25
,3960.0
,3959.75
,3961.5
,3962.25
,3960.25
,3960.5
,3960.75
,3960.0
,3959.5
,3960.0
,3959.25
,3959.25
,3960.25
,3960.0
,3958.5
,3957.75
,3958.25
,3959.0
,3958.5
,3957.25
,3958.0
,3958.25
,3959.25
,3959.75
,3959.25
,3960.0
,3961.0
,3961.0
,3960.75
,3960.0
,3960.0
,3959.0
,3962.75
,3962.5
,3968.0
,3966.75
,3966.75
,3969.75
,3970.75
,3970.5
,3970.5
,3969.75
,3968.5
,3967.5
,3966.25
,3965.75
,3966.25
,3967.5
,3963.25
,3961.5
,3959.75
,3957.5
,3960.5
,3959.25
,3956.25
,3953.25
,3954.0
,3954.0
,3956.25
,3953.0
,3953.25
,3954.25
,3958.0
,3959.5
,3959.75
,3960.0
,3961.5
,3960.0
,3961.75
,3962.75
,3960.0
,3960.5
,3960.5
,3963.75
,3963.75
,3963.75
,3965.0
,3963.5
,3965.75
,3963.75
,3963.75
,3963.75
,3963.5
,3964.25
,3962.5
,3963.75
,3965.75
,3966.5
,3967.25
,3966.0
,3964.25
,3966.0
,3965.75
,3966.75
,3969.0
,3970.0
,3970.0
,3970.5
,3969.75
,3972.25
,3971.25
,3971.5
,3971.0
,3971.0
,3970.5
,3970.0
,3970.0
,3970.0
,3970.0
,3968.75
,3970.25
,3970.5
,3972.25
,3969.75
,3969.75
,3970.75
,3973.25
,3971.5
,3971.0
,3969.75
,3968.75
,3969.75
,3973.0
,3973.75
,3975.75
,3978.25
,3977.75
,3978.25
,3978.25
,3978.0
,3978.75
,3977.0
,3977.5
,3975.75
,3976.25
,3976.25
,3976.75
,3977.0
,3975.5
,3974.0
,3972.75
,3972.0
,3971.75
,3975.0
,3974.25
,3976.5
,3976.5
,3975.5
,3975.0
,3976.25
,3974.25
,3975.25
,3974.25
,3973.5
,3974.25
,3972.75
,3972.75
,3973.5
,3974.0
,3974.0
,3973.25
,3973.25
,3971.5
,3972.75
,3971.25
,3971.25
,3970.75
,3970.0
,3970.0
,3971.0
,3971.75
,3973.0
,3974.0
,3973.75
,3974.0
,3974.25
,3975.5
,3975.25
,3974.5
,3974.5
,3976.25
,3976.0
,3976.25
,3972.75
,3972.5
,3972.25
,3972.25
,3971.75
,3972.25
,3973.75
,3974.25
,3974.25
,3974.0
,3972.25
,3971.5
,3970.25
,3968.75
,3971.0
,3969.75
,3970.0
,3969.75
,3969.5
,3969.5
,3969.5
,3967.75
,3967.25
,3967.0
,3966.0
,3967.75
,3966.75
,3967.5
,3969.25
,3969.0
,3970.25
,3969.75
,3969.25
,3970.5
,3971.0
,3969.25
,3969.5
,3969.5
,3970.25
,3971.25
,3972.0
,3971.75
,3970.25
,3971.0
,3972.0
,3971.5
,3972.5
,3972.25
,3971.25
,3971.25
,3971.0
,3972.0
,3971.75
,3972.25
,3972.25
,3970.75
,3970.0
,3970.0
,3970.5
,3970.25
,3971.0
,3969.0
,3967.5
,3968.5
,3967.75
,3968.0
,3967.5
,3968.5
,3966.75
,3966.75
,3967.25
,3966.75
,3965.25
,3964.5
,3966.25
,3965.5
,3965.25
,3964.75
,3966.0
